siteMeasureID,siteID,instrumentID,sampleID,reporterID,dateTime,type,aggregation,aggregationDesc,value,unit,accessToPublic,accessToAllOrg,accessToPHAC,accessToLocalHA,accessToProvHA,accessToOtherProv,accessToDetails,notes
quebec_ouest_wwtp_wwtemp_2021-03-01,quebec_ouest_wwtp,,,nielsnicolai,2021-03-01,wwtemp,dailyavg,,8.2,°c,True,yes,True,True,True,True,True,"dosage alun+poly au primaire pour 12,4 heures"
quebec_ouest_wwtp_wwtemp_2021-03-02,quebec_ouest_wwtp,,,nielsnicolai,2021-03-02,wwtemp,dailyavg,,8.5,°c,True,yes,True,True,True,True,True,"dosage alun+poly au primaire pour 2,9 heures"
quebec_ouest_wwtp_wwtemp_2021-03-03,quebec_ouest_wwtp,,,nielsnicolai,2021-03-03,wwtemp,dailyavg,,8.7,°c,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwtemp_2021-03-04,quebec_ouest_wwtp,,,nielsnicolai,2021-03-04,wwtemp,dailyavg,,8.7,°c,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwtemp_2021-03-05,quebec_ouest_wwtp,,,nielsnicolai,2021-03-05,wwtemp,dailyavg,,8.7,°c,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwtemp_2021-03-06,quebec_ouest_wwtp,,,nielsnicolai,2021-03-06,wwtemp,dailyavg,,8.7,°c,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwtemp_2021-03-07,quebec_ouest_wwtp,,,nielsnicolai,2021-03-07,wwtemp,dailyavg,,8.7,°c,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwtemp_2021-03-08,quebec_ouest_wwtp,,,nielsnicolai,2021-03-08,wwtemp,dailyavg,,8.8,°c,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwtemp_2021-03-09,quebec_ouest_wwtp,,,nielsnicolai,2021-03-09,wwtemp,dailyavg,,8.9,°c,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwtemp_2021-03-10,quebec_ouest_wwtp,,,nielsnicolai,2021-03-10,wwtemp,dailyavg,,8.7,°c,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwtemp_2021-03-11,quebec_ouest_wwtp,,,nielsnicolai,2021-03-11,wwtemp,dailyavg,,8.6,°c,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwtemp_2021-03-12,quebec_ouest_wwtp,,,nielsnicolai,2021-03-12,wwtemp,dailyavg,,7.6,°c,True,yes,True,True,True,True,True,"dosage alun+poly au primaire pour 17,3 heures"
quebec_ouest_wwtp_wwtemp_2021-03-13,quebec_ouest_wwtp,,,nielsnicolai,2021-03-13,wwtemp,dailyavg,,8.3,°c,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwtemp_2021-03-14,quebec_ouest_wwtp,,,nielsnicolai,2021-03-14,wwtemp,dailyavg,,8.5,°c,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwtemp_2021-03-15,quebec_ouest_wwtp,,,nielsnicolai,2021-03-15,wwtemp,dailyavg,,8.6,°c,True,yes,True,True,True,True,True,décanteur secoire 2 fermé pour entretien
quebec_ouest_wwtp_wwtemp_2021-03-16,quebec_ouest_wwtp,,,nielsnicolai,2021-03-16,wwtemp,dailyavg,,8.6,°c,True,yes,True,True,True,True,True,décanteur secoire 2 fermé pour entretien
quebec_ouest_wwtp_wwtemp_2021-03-17,quebec_ouest_wwtp,,,nielsnicolai,2021-03-17,wwtemp,dailyavg,,na,°c,True,yes,True,True,True,True,True,décanteur secoire 2 fermé pour entretien
quebec_ouest_wwtp_wwph_2020-06-21,quebec_ouest_wwtp,,,nielsnicolai,2020-06-21,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-06-22,quebec_ouest_wwtp,,,nielsnicolai,2020-06-22,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-06-23,quebec_ouest_wwtp,,,nielsnicolai,2020-06-23,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-06-24,quebec_ouest_wwtp,,,nielsnicolai,2020-06-24,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-06-25,quebec_ouest_wwtp,,,nielsnicolai,2020-06-25,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-06-26,quebec_ouest_wwtp,,,nielsnicolai,2020-06-26,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-06-27,quebec_ouest_wwtp,,,nielsnicolai,2020-06-27,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-06-28,quebec_ouest_wwtp,,,nielsnicolai,2020-06-28,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-06-29,quebec_ouest_wwtp,,,nielsnicolai,2020-06-29,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-06-30,quebec_ouest_wwtp,,,nielsnicolai,2020-06-30,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-01,quebec_ouest_wwtp,,,nielsnicolai,2020-07-01,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-02,quebec_ouest_wwtp,,,nielsnicolai,2020-07-02,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-03,quebec_ouest_wwtp,,,nielsnicolai,2020-07-03,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-04,quebec_ouest_wwtp,,,nielsnicolai,2020-07-04,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-05,quebec_ouest_wwtp,,,nielsnicolai,2020-07-05,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-06,quebec_ouest_wwtp,,,nielsnicolai,2020-07-06,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-07,quebec_ouest_wwtp,,,nielsnicolai,2020-07-07,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-08,quebec_ouest_wwtp,,,nielsnicolai,2020-07-08,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-09,quebec_ouest_wwtp,,,nielsnicolai,2020-07-09,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-10,quebec_ouest_wwtp,,,nielsnicolai,2020-07-10,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-11,quebec_ouest_wwtp,,,nielsnicolai,2020-07-11,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-12,quebec_ouest_wwtp,,,nielsnicolai,2020-07-12,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-13,quebec_ouest_wwtp,,,nielsnicolai,2020-07-13,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-14,quebec_ouest_wwtp,,,nielsnicolai,2020-07-14,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-15,quebec_ouest_wwtp,,,nielsnicolai,2020-07-15,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-16,quebec_ouest_wwtp,,,nielsnicolai,2020-07-16,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-17,quebec_ouest_wwtp,,,nielsnicolai,2020-07-17,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-18,quebec_ouest_wwtp,,,nielsnicolai,2020-07-18,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-19,quebec_ouest_wwtp,,,nielsnicolai,2020-07-19,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-20,quebec_ouest_wwtp,,,nielsnicolai,2020-07-20,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-21,quebec_ouest_wwtp,,,nielsnicolai,2020-07-21,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-22,quebec_ouest_wwtp,,,nielsnicolai,2020-07-22,wwph,,,6.6,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-23,quebec_ouest_wwtp,,,nielsnicolai,2020-07-23,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-24,quebec_ouest_wwtp,,,nielsnicolai,2020-07-24,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-25,quebec_ouest_wwtp,,,nielsnicolai,2020-07-25,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-26,quebec_ouest_wwtp,,,nielsnicolai,2020-07-26,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-27,quebec_ouest_wwtp,,,nielsnicolai,2020-07-27,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-28,quebec_ouest_wwtp,,,nielsnicolai,2020-07-28,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-29,quebec_ouest_wwtp,,,nielsnicolai,2020-07-29,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-30,quebec_ouest_wwtp,,,nielsnicolai,2020-07-30,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-07-31,quebec_ouest_wwtp,,,nielsnicolai,2020-07-31,wwph,,,7.3,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-01,quebec_ouest_wwtp,,,nielsnicolai,2020-08-01,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-02,quebec_ouest_wwtp,,,nielsnicolai,2020-08-02,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-03,quebec_ouest_wwtp,,,nielsnicolai,2020-08-03,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-04,quebec_ouest_wwtp,,,nielsnicolai,2020-08-04,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-05,quebec_ouest_wwtp,,,nielsnicolai,2020-08-05,wwph,,,7.1,ph,True,yes,True,True,True,True,True,tempête isaias en soirée
quebec_ouest_wwtp_wwph_2020-08-06,quebec_ouest_wwtp,,,nielsnicolai,2020-08-06,wwph,,,7.0,ph,True,yes,True,True,True,True,True,fermeture dégrilleur 5 et 8 pour désensablement
quebec_ouest_wwtp_wwph_2020-08-07,quebec_ouest_wwtp,,,nielsnicolai,2020-08-07,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-08,quebec_ouest_wwtp,,,nielsnicolai,2020-08-08,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-09,quebec_ouest_wwtp,,,nielsnicolai,2020-08-09,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-10,quebec_ouest_wwtp,,,nielsnicolai,2020-08-10,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-11,quebec_ouest_wwtp,,,nielsnicolai,2020-08-11,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-12,quebec_ouest_wwtp,,,nielsnicolai,2020-08-12,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-13,quebec_ouest_wwtp,,,nielsnicolai,2020-08-13,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-14,quebec_ouest_wwtp,,,nielsnicolai,2020-08-14,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-15,quebec_ouest_wwtp,,,nielsnicolai,2020-08-15,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-16,quebec_ouest_wwtp,,,nielsnicolai,2020-08-16,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-17,quebec_ouest_wwtp,,,nielsnicolai,2020-08-17,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-18,quebec_ouest_wwtp,,,nielsnicolai,2020-08-18,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-19,quebec_ouest_wwtp,,,nielsnicolai,2020-08-19,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-20,quebec_ouest_wwtp,,,nielsnicolai,2020-08-20,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-21,quebec_ouest_wwtp,,,nielsnicolai,2020-08-21,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-22,quebec_ouest_wwtp,,,nielsnicolai,2020-08-22,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-23,quebec_ouest_wwtp,,,nielsnicolai,2020-08-23,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-24,quebec_ouest_wwtp,,,nielsnicolai,2020-08-24,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-25,quebec_ouest_wwtp,,,nielsnicolai,2020-08-25,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-26,quebec_ouest_wwtp,,,nielsnicolai,2020-08-26,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-27,quebec_ouest_wwtp,,,nielsnicolai,2020-08-27,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-28,quebec_ouest_wwtp,,,nielsnicolai,2020-08-28,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-29,quebec_ouest_wwtp,,,nielsnicolai,2020-08-29,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-30,quebec_ouest_wwtp,,,nielsnicolai,2020-08-30,wwph,,,7.1,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-08-31,quebec_ouest_wwtp,,,nielsnicolai,2020-08-31,wwph,,,7.1,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-01,quebec_ouest_wwtp,,,nielsnicolai,2020-09-01,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-02,quebec_ouest_wwtp,,,nielsnicolai,2020-09-02,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-03,quebec_ouest_wwtp,,,nielsnicolai,2020-09-03,wwph,,,7.1,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-04,quebec_ouest_wwtp,,,nielsnicolai,2020-09-04,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-05,quebec_ouest_wwtp,,,nielsnicolai,2020-09-05,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-06,quebec_ouest_wwtp,,,nielsnicolai,2020-09-06,wwph,,,7.1,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-07,quebec_ouest_wwtp,,,nielsnicolai,2020-09-07,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-08,quebec_ouest_wwtp,,,nielsnicolai,2020-09-08,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-09,quebec_ouest_wwtp,,,nielsnicolai,2020-09-09,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-10,quebec_ouest_wwtp,,,nielsnicolai,2020-09-10,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-11,quebec_ouest_wwtp,,,nielsnicolai,2020-09-11,wwph,,,6.6,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-12,quebec_ouest_wwtp,,,nielsnicolai,2020-09-12,wwph,,,6.6,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-13,quebec_ouest_wwtp,,,nielsnicolai,2020-09-13,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-14,quebec_ouest_wwtp,,,nielsnicolai,2020-09-14,wwph,,,7.1,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-15,quebec_ouest_wwtp,,,nielsnicolai,2020-09-15,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-16,quebec_ouest_wwtp,,,nielsnicolai,2020-09-16,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-17,quebec_ouest_wwtp,,,nielsnicolai,2020-09-17,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-18,quebec_ouest_wwtp,,,nielsnicolai,2020-09-18,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-19,quebec_ouest_wwtp,,,nielsnicolai,2020-09-19,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-20,quebec_ouest_wwtp,,,nielsnicolai,2020-09-20,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-21,quebec_ouest_wwtp,,,nielsnicolai,2020-09-21,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-22,quebec_ouest_wwtp,,,nielsnicolai,2020-09-22,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-23,quebec_ouest_wwtp,,,nielsnicolai,2020-09-23,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-24,quebec_ouest_wwtp,,,nielsnicolai,2020-09-24,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-25,quebec_ouest_wwtp,,,nielsnicolai,2020-09-25,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-26,quebec_ouest_wwtp,,,nielsnicolai,2020-09-26,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-27,quebec_ouest_wwtp,,,nielsnicolai,2020-09-27,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-28,quebec_ouest_wwtp,,,nielsnicolai,2020-09-28,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-29,quebec_ouest_wwtp,,,nielsnicolai,2020-09-29,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-09-30,quebec_ouest_wwtp,,,nielsnicolai,2020-09-30,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-01,quebec_ouest_wwtp,,,nielsnicolai,2020-10-01,wwph,,,7.1,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-02,quebec_ouest_wwtp,,,nielsnicolai,2020-10-02,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-03,quebec_ouest_wwtp,,,nielsnicolai,2020-10-03,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-04,quebec_ouest_wwtp,,,nielsnicolai,2020-10-04,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-05,quebec_ouest_wwtp,,,nielsnicolai,2020-10-05,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-06,quebec_ouest_wwtp,,,nielsnicolai,2020-10-06,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-07,quebec_ouest_wwtp,,,nielsnicolai,2020-10-07,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-08,quebec_ouest_wwtp,,,nielsnicolai,2020-10-08,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-09,quebec_ouest_wwtp,,,nielsnicolai,2020-10-09,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-10,quebec_ouest_wwtp,,,nielsnicolai,2020-10-10,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-11,quebec_ouest_wwtp,,,nielsnicolai,2020-10-11,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-12,quebec_ouest_wwtp,,,nielsnicolai,2020-10-12,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-13,quebec_ouest_wwtp,,,nielsnicolai,2020-10-13,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-14,quebec_ouest_wwtp,,,nielsnicolai,2020-10-14,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-15,quebec_ouest_wwtp,,,nielsnicolai,2020-10-15,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-16,quebec_ouest_wwtp,,,nielsnicolai,2020-10-16,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-17,quebec_ouest_wwtp,,,nielsnicolai,2020-10-17,wwph,,,7.1,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-18,quebec_ouest_wwtp,,,nielsnicolai,2020-10-18,wwph,,,7.1,ph,True,yes,True,True,True,True,True,"forte pluie dosage de chimique au primaire pour 4,9 heures"
quebec_ouest_wwtp_wwph_2020-10-19,quebec_ouest_wwtp,,,nielsnicolai,2020-10-19,wwph,,,7.0,ph,True,yes,True,True,True,True,True,"forte pluie dosage de chimique au primaire pour 6,1 heures"
quebec_ouest_wwtp_wwph_2020-10-20,quebec_ouest_wwtp,,,nielsnicolai,2020-10-20,wwph,,,7.0,ph,True,yes,True,True,True,True,True,"forte pluie dosage de chimique au primaire pour 0,8 heures"
quebec_ouest_wwtp_wwph_2020-10-21,quebec_ouest_wwtp,,,nielsnicolai,2020-10-21,wwph,,,7.1,ph,True,yes,True,True,True,True,True,"forte pluie dosage de chimique au primaire pour 4,5 heures"
quebec_ouest_wwtp_wwph_2020-10-22,quebec_ouest_wwtp,,,nielsnicolai,2020-10-22,wwph,,,7.1,ph,True,yes,True,True,True,True,True,"forte pluie dosage de chimique au primaire pour 3,7 heures"
quebec_ouest_wwtp_wwph_2020-10-23,quebec_ouest_wwtp,,,nielsnicolai,2020-10-23,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-24,quebec_ouest_wwtp,,,nielsnicolai,2020-10-24,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-25,quebec_ouest_wwtp,,,nielsnicolai,2020-10-25,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-26,quebec_ouest_wwtp,,,nielsnicolai,2020-10-26,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-27,quebec_ouest_wwtp,,,nielsnicolai,2020-10-27,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-28,quebec_ouest_wwtp,,,nielsnicolai,2020-10-28,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-29,quebec_ouest_wwtp,,,nielsnicolai,2020-10-29,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-30,quebec_ouest_wwtp,,,nielsnicolai,2020-10-30,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-10-31,quebec_ouest_wwtp,,,nielsnicolai,2020-10-31,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-11-01,quebec_ouest_wwtp,,,nielsnicolai,2020-11-01,wwph,,,7.0,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-11-02,quebec_ouest_wwtp,,,nielsnicolai,2020-11-02,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-11-03,quebec_ouest_wwtp,,,nielsnicolai,2020-11-03,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-11-04,quebec_ouest_wwtp,,,nielsnicolai,2020-11-04,wwph,,,6.9,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-11-05,quebec_ouest_wwtp,,,nielsnicolai,2020-11-05,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-11-06,quebec_ouest_wwtp,,,nielsnicolai,2020-11-06,wwph,,,6.8,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-11-07,quebec_ouest_wwtp,,,nielsnicolai,2020-11-07,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
quebec_ouest_wwtp_wwph_2020-11-08,quebec_ouest_wwtp,,,nielsnicolai,2020-11-08,wwph,,,6.7,ph,True,yes,True,True,True,True,True,normales
